alcaldia,title,price,location,description,bedrooms,bathrooms,area
Coyoacán,Casa en Fraccionamiento en Venta en Pedregal de San Francisco,12850000.0,"Pedregal de San Francisco, Coyoacán, Ciudad de México","GREEN HOUSE OFRECE CASA EN CONDOMINIO EN VENTA
EN EL FRACCIONAMIENTO PEDREGAL DE SAN FRANCISCO, COYOACÁN C.P. 04320.
CUENTA CON DOBLE SEDURIDAD 24 HRS.,
*FACIL DE MODERNIZAR LOS TERMINADOS A SU GUSTO*.

PRECIO DE VENTA $ 12,850,000 PESOS MN

OPORTUNIDAD, COMPARE EN LA ZONA

*EXCLUSIVA PARA CLIENTES DIRECTOS*

• 256 M² TERRENO APROXIMADAMENTE
• 306 M² SUPERFICIE CONSTRUIDA (EN BOLETA PREDIAL)
• 3 BAÑOS COMPLETOS (MÁS EL DE SERVICIO)
• 3 / 4 ESTACIONAMIENTOS
• 3 RECÁMARAS, LA PRINCIPAL CON BAÑO COMPLETO
• SALA DE TV.
• SALA COMEDOR CON CHIMENEA
• COCINA INTEGRAL
• ½ MEDIO BAÑO DE VISITAS
• CTO DE SERVICIO CON BAÑO COMPLETO CHICO
• ÀREA DE LAVADOY TENDIDO
• 34 AÑOS ANTIGÜEDAD APROXIMADAMENTE

• DEPARTAMENTO INDEPENDIENTE CON 1 RECÁMARA CON BAÑO COMPLETO,
ESTANCIA, COCINAINTEGRAL, OTRO MEDIO BAÑO;
ORIGINALMENTE ERA UN SALÓN DE JUEGOS EL CUAL SE PUEDE VOLVER A ACONDICIONAR FACILMENTE A LA CASA

* LOS MARTES Y JUEVES NO HAY CITAS PARA ESTA PROPIEDAD *

PREVIA CITA: MÍNIMO CON 24 / 48 HORAS DE ANTELACIÓN, PROPORCIONAR IDENTIFICACIÓN OFICIAL RIGUROSA
PARA QUE LOS PROPIETRIOS NOS AUTORICEN LA VISITA
NOSOTOS NO CONTAMOS CON LLAVES DE LAS PROPIEDADES

VISITE NUESTRO ANUNCIO DE PRIVACIDAD
https://www.greenhouse.com---- https://www.greenhouse.com.mx/aviso-de-privac----

• * EXCLUSIVA PARA CLIENTES DIRECTOS *

• LLAMAR: 554989----/ 554593---- / 555663---- / 555663----

• VE----@GREENHOUSE.COM.MX

DISPONIBILIDADAD Y PRECIO SUJETOS A ÚLTIMOS CAMBIOS",4.0,3.0,306.0
Coyoacán,Casa en Fraccionamiento en Venta en Pedregal de San Francisco,29900000.0,"Pedregal de San Francisco, Coyoacán, Ciudad de México","GREEN HOUSE OFRECE EN VENTA  RESIDENCIA DE LUJO CON PROYECTO  COTIZADO
* ÀREA HABITACIONAL DIARIA EN UN SOLO NIVEL *, SÒTANO CON ÀREA DE JUEGOS,
DESDPACHO  Y AMPLIA COCHERA.
UBICADA EN EL FRACC. PEDREGAL DE SAN FRANCISCO, COYOACÁN, CP 04320.
MAGNÌFICO PROYECTO PARA CONOCEDORES

PRECIO VENTA $ 29,900,000.00 PESOS MN

CARACTERÍSTICAS GENERALES:
EXCLUSIVA PARA CLIENTES DIRECTOS

PROYECTO EN ESQUINA , ACABADOS DE CALIDAD CON ÀREAS AMPLIAS E ILUMINADAS
633 M2 TERRENO (EN ESCRITURA) - 660 M2 ( EN BOLETA PREDIAL )
564.20  M2 CONSTRUUCCIÓN  Y  EN BOLETA PREDIAL  463 M2
PLANTA BAJA NIVEL JARDÌN:
AMPLIA SALA COMEDOR CON ÀREA DE BAR
SALA DE TV CON ÀREA DE BIBLIOTECA Y CHIMENEA
COCINA INTEGRAL DE LUJO, TOTALMENTE EQUIPADA
ÀREA DE LAVADO CON AMPLIAS ALACENAS Y LAVADERO UBICADA JUNTO A LA COCINA
PASILLO CON ÀREA DE TRINCHADOR EMPOTRADO PARA VAJILLAS Y CRISTALERIA
ÀREA DE DESAYUNADOR
TERRAZA INTERNA
MEDIO BAÑO DE VISITAS
HERMOSO JARDÍN DE APROXIMADAMENTE 200 M2 CON ASADOR
LINDA TERRAZA CON VISTA Y SALIDA AL JARDÌN
3 AMPLIAS RECÁMARAS CON BAÑO COMPLETO
OPCIÒN DE UBICAR LA 4º RECÀMARA CON VESTIDOR Y BAÑO COMPARTIDO CON DOBLE LAVABO
RECÀMARA PRINCIPAL CON CHIMENEA, SALA DE TV, GRAN BAÑO CON JACUZZI Y DOBLE LAVABO
PASILLO QUE DISTRIBUYE A LAS RECÀMARAS CON AMPLIO CLOSET DE BLANCOS
CUARTO DE SERVICIO CON BAÑO COMPLETO Y TERRAZA DE TENDIDO CON LAVADERO
CLOSET PARA MALETAS

ÀREA SÒTANO DE LA CASA:
FAMILY ROOM `O GIMNASIO, DESPACHO, BODEGA Y COCHERA TECHADA CON PORTÒN ELÈCTRICO PARA 6 AUTOS, SE COMUNICA AL JARDÌN

LA CASA FUE REMODELADA CON TERMINADOS EN MÀRMOL, MADERA DE CAOBA, CRISTAL TEMPLADO, INTERPHONE (INTERCOMUNICADOR), BOCINAS EN VARIAS ÀREAS DE LA CASA , EDAD 40 AÑOS APROXIMADAMENTE
PARA AGENDAR UNA CITA: INDISPENSABLE ENVIAR PREVIAMENTE INE O PASAPORTE DE LA PERSONA O PERSONAS QUE VAN A INGRESAR
PARA QUE LOS PROPIETARIOS NOS AUTORICEN LA VISITA, LLEVAR CUBRE BOCAS Y GEL ANTIBACTERIAL, ASISTIR MÀXIMO 2 PERSONAS.

COMUNICARSE AL 55 / 56 / 63 / 41 ----  - WHATSSAPP 55-45-93-6----
* EXCLUSIVA PARA CLIENTES DIRECTOS*
DISPONIBILIDAD Y PRECIO SUJETOS A ÚLTIMOS CAMBIOS",4.0,3.0,564.0
Coyoacán,Casa en Fraccionamiento en Venta en Pedregal de San Francisco,23500000.0,"Pedregal de San Francisco, Coyoacán, Ciudad de México","GREEN HOUSE OFRECE EN VENTA HERMOSA RESIDENCIA DE LUJO
TOTALMENTE REMODELADA, UBICADA EN EL FRACCIONAMIENTO
PEDREGAL DE SAN FRANCISCO, CP. 04320, ALCALDÍA COYOACÁN, CDMX

PRECIO DE VENTA $ 23,500,000 PESOS

* TRABAJAMOS CON SOCIOS VIGENTES EN AMPI O APCI*

CARACTERÍSTICAS GENERALES:
SUPERFICIE DE TERRENO 540 M2 EN ESCRITURA Y 545M2 EN BOLETA PREDIAL
CONSTRUCCIÓN EN PREDIAL 318 M2, AMPLIACIÒN 338 M2 (APROXIMADAMENTE)
TOTALMENTE REMODELADA CON TERMINADOS DE LUJO, LISTA PARA HABITARSE
MAGNÌFICO PROYECTO DE SOLO 2 NIVELES CON HERMOSO JARDÌN PLANO

NIVEL CALLE:
COCHERA PARA 2 AUTOS GRANDES
SALA COMEDOR AMPLIA E ILUMINADA CON TECHOS ALTOS
ESTUDIOCON BAÑO COMPLETO ( OPCIÒN DE 4º RECÀMARA CON BAÑO )
* EN TOTAL HAY 4 BAÑOS COMPLETOS MÀS ELDE SERVICIO*
COCINA INTEGRAL EQUIPADA
ÀREA DE DESAYUNADOR - ALACENA
NIVEL PLANTA BAJA:
3 RECÀMARAS AMPLIAS E ILUMINADAS CON BAÑO COMPLETO Y VESTIDOR
SALA DE TV / FAMILY ROOM
TERRAZA CON FUENTE ORNAMENTAL
ESPECTACULAR JARDÌN PLANO DE APROXIMADAMENTE 200 M2
ÀREA DE SERVICIO:
CUARTO DE SERVICIO CON BAÑO COMPLETO Y ÀREA DE LAVADO

*PREVIA CITA*: CON MÍNIMO 24 / 48HORAS DE ANTELACIÓN, PARA QUE NOS AUTORICEN EL INGRESO AL INMUEBLE, LOS PROPIETARIOS NOS REQUIREN ENVIAR *PREVIAMENTE LA IDENTIFICACIÓN OFICIAL VIGENTE DE QUIEN O QUIENES VAN A INGRESAR* DE PREFERENCIA ASISTIR 2 Ó 3 PERSONAS POR VISITA 

COMUNICARSE AL 555663---- / 555663---- / 554593---- / 554989736

*TRABAJAMOS CON SOCIOS VIGENTES EN AMPI O APCI*

LAS CARACTERÍSTICAS SON APROXIMADAS*

DISPONIBILIDAD Y PRECIO SUJETOS A ÚLTIMOS CAMBIOS",4.0,4.0,338.0
Coyoacán,Casa en Fraccionamiento en Venta en Pedregal de San Francisco,23990000.0,"Pedregal de San Francisco, Coyoacán, Ciudad de México","GREEN HOUSE OFRECE EN VENTA LINDA RESIDENCIA DESARROLLADA EN UN NIVEL CON HERMOSO JARDÍN, UBICADA EN EL FRACC. PEDREGAL DE SAN FRANCISCO, COYOACÁN CP. 04320, CDMX.
EXCLUSIVA CLIENTES DIRECTOS

PRECIO DE VENTA $ 23,900,000 PESOS MN

CARCTERÍSTICASM APROXIMADAS:
PROYECTO 90% EN 1 NIVEL, SOLO LOS SERVICIOS EN PRIMER PISO
540 M2 DE TERRENO PLANO.
430 M2 DE CONSTRUCCIÓN (APROXIMADAMENTE).

PLANTA BAJA:
ESTACIONAMIENTO PARA 2 AUTOS GRANDES.
HALL DE DISTRIBUCIÓN, BAR, BAÑO COMPLETO Y CLOSET DE VISITAS.
AMPLIA SALA CON CHIMENEA Y COMEDOR, AMBOS CON VISTA Y SALIDA A TERRAZA Y JARDÍN.
SALA DE TV. CON VISTA Y SALIDA A LA TERRAZA Y JARDÍN.
COCINA INTEGRAL CON DESAYUNADOR.
3 AMPLIAS RECÁMARAS CON BAÑO COMPLETO, TODAS CON VSITA AL JARDÍN, LA PRINCIPAL CON VESTIDOR Y JACUZZI.
CLOSET DE BLANCOS.
GRAN JARDÍN CON TERRAZA DE 178 M2 APROXIMADAMENTE.

PRIMER NIVEL:
CUARTO DE LAVADO Y CUARTO DE SERVICIO CON BAÑO COMPLETO Y 1 BODEGA.
CUENTA CON CALENTADOR SOLAR.

TERMINADOS: TERMINADOS EN MADERA, MARMOL Y LOSETA EN PISOS. EDAD 50 AÑOS

PREVIA CITA: CON MÍNIMO 24 / 48 HORAS DE ANTELACIÓN, INDISPENSABLE ENVIAR IDENTIFICACIÓN OFICIAL VIGENTE PREVIAMENTE A LA VISITA PARA QUE LOS PROPIETARIOS NOS AUTORICEN EL INGRESO
“LA INMOBILIARIA NO CUENTA CON LLAVES DE LA PROPIEDAD”
*ESTA EXCLUSIVA ES PARA CLIENTES DIRECTOS *
VE----@GREENHOUSE.COM.MX
VISITE NUESTRO ANUNCIO DE PRIVACIDAD
https://www.greenhouse.com----
https://www.greenhouse.com.mx/aviso-de-privac----
LLAMAR: 554593---- / 555663---- / 555663---- / 554989----

DISPONIBILIDAD Y PRECIO SUJETOS A ÚLTIMOS CAMBIOS",3.0,3.0,430.0
Coyoacán,Casa en Fraccionamiento en Venta en Pedregal de San Francisco,22750000.0,"Pedregal de San Francisco, Coyoacán, Ciudad de México","GREEN HOUSE OFRECE EN VENTA LINDA RESIDENCIA REMODELADA CON FINOS TERMINADOS,
CON PROYECTO MUY COTIZADO Y CÓMODO.
UBICADA EN EL FRACCIONAMIENTO PEDREGAL DE SAN FRANCISCO COYOACÀN CP 04320 CDMX.

PRECIO VENTA $ 22,750,000 PESOS MN - EXCLUSIVA CLIENTES DIRECTOS

CARACTERÌSTICAS GENERALES:
TERRENO 409 M2 EN SEDUVI
CONSTRUCCIÓN 380 M2 APROXIMADAMENTE
SALA – COMEDOR - ½ BAÑO DE VISITAS
COCINA INTEGRAL EQUIPADA
SALA DE TELEVISIÓN
3 RECÁMARAS CON BAÑO COMPLETO Y VESTIDOR
ESTUDIOCON ENTRADA INDEPENDIENTE
CUARTO DE SERVICIO CON BAÑO COMPLETO
CUARTO DE LAVADO - BODEGA - ½ BAÑO PARA CHOFER
LINDO JARDÌN – COCHERA PARA 4 AUTOS

TERMINADOS: MÁRMOL. CRISTAL TEMPLADO, GRANITO, CANTERA, MADERA, ALUMINIO, CALEFACCIÓN, HIDRONEUMATICO, SISTEMA DE RIEGO, ALARMA, CISTERNA ¡ LISTA PARA HABITAR ¡

PREVIA CITA CON MÌNIMO 24 HORAS DE ANTELACIÒN, PARA QUE NOS AUTORICEN LA VISITA, NOS REQUIEREN ENVIAR PREVIAMENTE LA IDENTIFICACIÒN OFICIAL DE LAS PERSONAS QUE VAN A ASISTIR
LA INMOBILIARIA NO CUENTA CON LLAVES DE LA PROPIEDAD

TELS: 555663---- – 555663---- WHATSAPP 554593---- – 554989----

VISITE NUESTRO ANUNCIOS DE PRIVACIDAD
HTTPS://WWW.GREENHOUSE.COM.MX/AVISO-DE-PRIVAC----

LAS CARACTERÍSTICAS SON APROXIMADAS
DISPONIBILIDAD Y PRECIOS SUJETOS A ÚLTIMOS CAMBIOS",3.0,3.0,380.0
Coyoacán,Casa en Fraccionamiento en Venta en Pedregal de San Francisco,32990000.0,"Pedregal de San Francisco, Coyoacán, Ciudad de México","GREEN HOUSE OFRECE EN VENTA MAJESTUOSA RESIDENCIA DE LUJO, 
* RECIEN REMODELADA*
UBICADA EN PEDREGAL DE SAN FRANCISCO COYOACÀN CP 04320 CDMX

PRECIO DE VENTA: $ 32,990,000.00 PESOS  
*EXCLUSIVA PARA CLIENTES DIRECTOS*

CARACTERÍSTICAS GENERALES
PROYECTO DESARROLLADO EN 3 NIVELES, ÀREAS MUY AMPLIAS E ILUMINADAS,
REMODELADA CON TERMINADOS DE LUJO
TERRENO 621 M2 - CONSTRUCCIÓN 960 M2 - APROXIMADAMENTE
LINDO JARDÌN - TERRAZA - ASADOR
COCINA INTEGRAL EQUIPADA, ISLA, DESAYUNADOR Y ALACENAS
AMPLIA SALA COMEDOR - CUARTO DE TV - ESTUDIO CON MEDIO BAÑO
5 HABITACIONES - 2 DE ELLAS COMPARTEN BAÑO

LA RECÀMARA PRINCIPAL CON AMPLIO VESTIDOR, BAÑO CON TINA DE HIDROMASAJE Y REGADERA
5 BAÑOS COMPLETOS EN TOTAL CONTANDO EL DE SERVICIO - 2 MEDIOS BAÑOS
GIMNASIO - SALÒN DE JUEGOS (FAMILY ROOM) CON BAR Y CAVA
CUARTO DE SERVICIO CON BAÑO COMPLETO - ÁREA DE LAVADO - CUARTO DE CHOFER
ACCSESO DE SERVICIO A LOS 3 NIVELES - CISTERNA - BODEGA
3 ESTACIONAMIENTOS CUBIERTOS OPCIÓN DE ESTACIONAR AL FRENTE DE LA CASA 4 AUTOS MÀS
ORIENTACIÓN ORIENTE
VIDEO PORTERO, ALARMA, PORTÒN ELÈCTRICO, TERMINADOS DE LUJO
RECIEN REMODELADA, EDAD APROXIMADA 30 AÑOS

EL FRACCIONAMIENTO PEDREGAL DE SAN FRANCISCO CUENTA CON FILTROS DE SEGURIDAD, KIOSCO, ÁREAS VERDES Y SOBRE TODO EXCLUSIVIDAD, UBICADO AL SUR DE LA CIUDAD DE MÉXICO, CERCA DEL CENTRO DE COYOACÁN, VIVEROS, MITIKA, PLAZA OASIS Y CIUDAD UNIVERSITARIA.

PREVIA CITA CON MÌNIMO 24 / 48 HORAS DE ANTELACIÒN, INDISPENSABLE ENVIAR PREVIAMENTE LA IDENTIFICACIÓN OFICIAL VIGENTE DE QUIEN O QUIENES INGRESAN PARA QUE LOS PROPIETARIOS NOS AUTORICEN LA VISITA, NO CONTAMOS CON LLAVES DEL INMUEBLE
CONTINGENCIA SANITARIA: NOS RECOMIENDAN LLEVAR MÀXIMO 2 PERSONAS POR VISITA CON CUBREBOCAS

TELÉFONOS : 55 -56-63-4---- / 55-49-89-7----
*EXCLUSIVA PARA CLIENTES DIRECTOS*

VISITE NUESTRO ANUNCIO DE PRIVACIDAD
.mx/ .mx/aviso-de-privacidad


DISPONIBILIDAD Y PRECIO SUJETOS A ÚLTIMOS CAMBIOS",5.0,4.0,960.0
Coyoacán,Casa en Fraccionamiento en Venta en Pedregal de San Francisco,23500000.0,"Pedregal de San Francisco, Coyoacán, Ciudad de México","GREEN HOUSE OFRECE EN VENTA HERMOSA RESIDENCIA DE LUJO 
TOTALMENTE REMODELADA, UBICADA EN EL FRACCIONAMIENTO 
PEDREGAL DE SAN FRANCISCO, CP. 04320, ALCALDÍA COYOACÁN, CDMX

PRECIO DE VENTA $ 23,500,000 PESOS
* EXCLUSIVA PARA CLIENTES DIRECTOS*

CARACTERÍSTICAS GENERALES:
SUPERFICIE DE TERRENO 540 M2 EN ESCRITURA Y 545M2 EN BOLETA PREDIAL
CONSTRUCCIÓN EN PREDIAL 318 M2, AMPLIACIÒN 338 M2 (APROXIMADAMENTE)
TOTALMENTE REMODELADA CON TERMINADOS DE LUJO, LISTA PARA HABITARSE
MAGNÌFICO PROYECTO DE SOLO 2 NIVELES CON HERMOSO JARDÌN PLANO

NIVEL CALLE:
COCHERA PARA 2 AUTOS GRANDES
SALA COMEDOR AMPLIA E ILUMINADA CON TECHOS ALTOS
ESTUDIOCON BAÑO COMPLETO 
* EN TOTAL HAY 4 BAÑOS COMPLETOS MÀS ELDE SERVICIO*
COCINA INTEGRAL EQUIPADA
ÀREA DE DESAYUNADOR - ALACENA

NIVEL PLANTA BAJA:
3 RECÀMARAS AMPLIAS E ILUMINADAS CON BAÑO COMPLETO Y VESTIDOR
SALA DE TV / FAMILY ROOM
TERRAZA CON FUENTE ORNAMENTAL
ESPECTACULAR JARDÌN PLANO DE APROXIMADAMENTE 200 M2
ÀREA DE SERVICIO:
CUARTO DE SERVICIO CON BAÑO COMPLETO Y ÀREA DE LAVADO

*PREVIA CITA*: CON MÍNIMO 24 / 48HORAS DE ANTELACIÓN, PARA QUE NOS AUTORICEN EL INGRESO AL INMUEBLE, LOS PROPIETARIOS NOS REQUIREN ENVIAR *PREVIAMENTE LA IDENTIFICACIÓN OFICIAL VIGENTE DE QUIEN O QUIENES VAN A INGRESAR* DE PREFERENCIA ASISTIR 2 PERSONAS POR VISITA Y LLEVAR CUBREBOCAS Y GEL A LA CITA.

COMUNICARSE AL 555663---- / 555663---- / 554593---- / 554989736
*EXCLUSIVA PARA CLIENTES DIRECTOS*
DISPONIBILIDAD Y PRECIO SUJETOS A ÚLTIMOS CAMBIOS",3.0,4.0,338.0
Coyoacán,Casa en Fraccionamiento en Venta en Pedregal de San Francisco,18800000.0,"Pedregal de San Francisco, Coyoacán, Ciudad de México","GREEN HOUSE OFRECE EN VENTA MAGNÍFICA CASA UBICADA EN EL FRACCIONAMIENTO PEDREGAL DE SAN FRANCISCO,
CP. 04320, ALCALDÍA COYOACÁN CDMX

PRECIO DE VENTA $ 18,800,000 PESOS
* EXCLUSIVA PARA CLIENTES DIRECTOS*

CARACTERÍSTICAS:
TERRENO 487 M2
CONSTRUCCIÓN ESCRITURA 485M2 – PREDIAL 576 M2
EDAD ARPXIMADA 47 AÑOS
PROYECTO EN 3 NIVELES
PLANTA BAJA:
HALL DE DISTRIBUCIÓN
½ BAÑO DE VISITAS
AMPLIA SALA CON CHIMENEA , LINDA VISTA Y SALIDA A JARDÍN
COMEDOR TAMBIÉN CON LINDA VISTA Y SALIDA AL JARDÍN
JARDÍN DE APROXIMADAMENTE 120 M2 CON TERRAZA AMPLIA COCINA INTERGAL
ÁREA DE DESAYUNADOR ÁREA DE LAVADO / TERRAZA JUNTO A LA COCINA
COCHERA TECHADA PARA 4 AUTOS CON PORTÓN ELÉCTRICO 2 CUARTOS DE SERVICIO , BAÑO COMPLETO Y BODEGA
PRIMER NIVEL: 4 RECÁMARAS 3 BAÑOS COMPLETOS
SEGUNDO NIVEL:
BIBLIOTECA / FAMILY ROOM

*PREVIA CITA*: CON MÍNIMO 24 HORAS DE ANTELACIÓN, PARA QUE NOS AUTORICEN EL INGRESO AL INMUEBLE, LOS PROPIETARIOS NOS REQUISITAN ENVIAR *PREVIAMENTE LA IDENTIFICACIÓN OFICIAL VIGENTE DE QUIEN O QUIENES VAN A INGRESAR* A LA CITA.

NOSOTROS NO TENEMOS LLAVES DEL INMUEBLE

COMUNICARSE AL 555663---- / 555663---- / 554593---- / 554989----

*EXCLUSIVA PARA CLIENTES DIRECTOS*
DISPONIBILIDAD Y PRECIO SUJETOS A ÚLTIMOS CAMBIOS",4.0,3.0,485.0
Coyoacán,Casa en Fraccionamiento en Venta en Pedregal de San Francisco,18800000.0,"Pedregal de San Francisco, Coyoacán, Ciudad de México","GREEN HOUSE OFRECE EN VENTA MAGNÍFICA CASA UBICADA EN EL FRACCIONAMIENTO
PEDREGAL DE SAN FRANCISCO, CP. 04320, ALCALDÍA COYOACÁN, CDMX

OPORTUNIDAD PRECIO DE VENTA $ 18,800,000 PESOS
* EXCLUSIVA PARA CLIENTES DIRECTOS*
DISPONIBILIDAD Y PRECIO SUJETOS A ÚLTIMOS CAMBIOS

CARACTERÍSTICAS:
*RECIEN PINTADA E IMPERMEABILIZADA* 
TERRENO 487 M2
CONSTRUCCIÓN ESCRITURA 485M2 - PREDIAL 576 M2
EDAD ARPXIMADA 47 AÑOS
MAGNÌFICO PROYECTO EN MEDIOS NIVELES CON POCAS ESCALERAS
PLANTA BAJA: 
HALL DE DISTRIBUCIÓN
½ BAÑO DE VISITAS
AMPLIA SALA CON CHIMENEA, LINDA VISTA Y SALIDA A JARDÍN
COMEDOR TAMBIÉN CON LINDAVISTA Y SALIDA AL JARDÍN
JARDÍN DE APROXIMADAMENTE 120 M2 CON TERRAZA
AMPLIA COCINA INTERGAL CON ÀREA DE DESAYUNADOR
LINDA TERRAZA JUNTO A LA COCINA - ÀREA DE LAVADO
COCHERA TECHADA PARA 4 Ò 5 AUTOS GRANDES CON PORTÓN ELÉCTRICO
2 CUARTOS DE SERVICIO, BAÑO COMPLETO Y BODEGA

PRIMER NIVEL: 
4 AMPLIAS RECÁMARAS, 3 BAÑOS COMPLETOS ,AMPLIO CLOSET DE BLANCOS

SEGUNDO NIVEL:
BIBLIOTECA / FAMILY ROOM

*PREVIA CITA*: CON MÍNIMO 24 HORAS DE ANTELACIÓN, PARA QUE NOS AUTORICEN EL INGRESO AL INMUEBLE, LOS PROPIETARIOS NOS REQUISITAN ENVIAR *PREVIAMENTE LA IDENTIFICACIÓN OFICIAL VIGENTE DE QUIEN VA A INGRESAR*, LLEVAR CUBREBOCAS Y GEL A LA CITA.
COMUNICARSE AL y

*EXCLUSIVA PARA CLIENTES DIRECTOS*
DISPONIBILIDAD Y PRECIO SUJETOS A ÚLTIMOS CAMBIOS",4.0,3.0,576.0
Coyoacán,Departamento en Venta en Adolfo Ruiz Cortínes,4200000.0,"Adolfo Ruiz Cortínes, Coyoacán, Ciudad de México","Departamento con roof garden privado de 39.7m2 con baño completo y palapa con tarja y barra, 102.30 m2 habitables con 2 balcones, cuenta con estancia, comedor, cocina integral con barra de granito, área de lavado con ventilación natural, 3 recamaras con closets de madera, 2 baños completos con ventilación natural y 1 lugar de estacionamiento cubierto, el edificio cuenta con tan solo 18 departamentos, caseta de vigilancia, cisterna, gas natural y área de contenedores de basura. Ubicado cerca al Parque Azturias, Huayamilpas, Museo Anahuacalli, Av Aztecas, Sta Ursula, a espaldas del Estadio Azteca. Papeles en regla, libre de gravamen, se aceptan todos los créditos. VEN A CONOCERLO, te va a encantar!!",3.0,3.0,142.0
Coyoacán,Departamento en Venta en Xotepingo,3420000.0,"Xotepingo, Coyoacán, Ciudad de México","Departamento en venta con una superficie de 88m2, ubicado en 1er piso.
* 2 recamaras con closet.
* Sala-comedor.
* Cocina integral.
* 2 baños completos.
* Patio de servicio.
* 2 lugares de estacionamiento.
* Balcón.
El conjunto cuenta con seguridad las 24 hrs y accesos controlados. EasyBroker ID: EB-PW4357",2.0,2.0,88.0
Coyoacán,Departamento en Venta en Pedregal de Santo Domingo,3318000.0,"Pedregal de Santo Domingo, Coyoacán, Ciudad de México","Tu Departamento con excelente ubicación, cerca de C.U.

Elevador desde estacionamiento

DISEÑO INNOVADOR
LUMINACIÓN Y VENTILACIÓN NATURAL
EXCELENTES ACABADOS 

PENT HOUSE    
Sala Comedor
Cocina abierta con cubierta de granito
Área de lavado, con ventilación natural
Recamara principal con Balcón
Recámara secundaria
Baño Completo

Roof Garden Privado !!!!
54mts Habitables + 25 mts de Roof Garden Privado con entrada interior por el departamento 
y baño completo

1 lugar de estacionamiento
LISTOS PARA ESCRITURAR

Tu Departamento se entregan con:
• Carpintería (Closets, Cocina con cubierta de granito y gabinetes)
• Estufa 
• Campana
• Tarja y Mono mando
• Baños (W.C, Lavamanos, regadera, accesorios)
• Ventanas (Aluminio)
• Canceles en Fachada
• Luminarias, apagadores y contacto. EasyBroker ID: EB-ML6543",2.0,2.0,54.0
Coyoacán,Departamento en Venta en Barrio La Concepción,6900000.0,"Barrio La Concepción, Coyoacán, Ciudad de México",Amplio departamento con 3 recámaras  Los cajones de estacionamiento no se estorban Se encuentra a dos calles de la plaza de la Conchita Solo 4 departamentos Cuenta con una amplia lavandería. Cantina. Zotehuela,3.0,2.0,170.0
Coyoacán,Departamento en Venta en Educación,2950000.0,"Educación, Coyoacán, Ciudad de México",Amplios espacios Remodelado  Excelente estado de conservación Cuenta con 3 recámaras Se encuentra en Planta baja,3.0,2.0,86.0
Coyoacán,Departamento en Venta en Avante,3340000.0,"Avante, Coyoacán, Ciudad de México","Departamento en EdIficio Solo en venta de 80 m2 de construcción, con vista interior, desarrollada en una planta arquitectónica, 1 lugar de estacionamiento Servidumbre techado. Consta de 2 habitaciones, 2 baños, sala comedor, cocina área de lavado . Cuenta con instalación para gas Natural. Equipada con cocina integral, estufa, campana sin garantía. Tiene piso cerámico en toda el área habitable. El condominio cuenta con acceso controlado, Cercano a Plaza Arcos, El Caracol, Plaza Alamo Parque Avante, Parque Bambú, Parque Xotepingo Walmart, Oxxo, Seven Eleven, y accesible a transporte público de Tren ligero, Autobús, Metro. Vía de acceso por Calzada de Tlalpan. El valor del mantenimiento al momento de la publicación es de 1914. Favor de corroborar este dato.""",2.0,2.0,80.0
Coyoacán,Casa en Venta en Del Carmen,29900000.0,"Del Carmen, Coyoacán, Ciudad de México","Hermosa residencia con excelentes espacios, muy iluminada, en calle cerrada con vigilancia, a una cuadra de Churubusco y Mitikah. 

Muy cerca de centros comerciales, Walmart, Sam´s, hospitales y accesible a medios de transporte. 

Todos los acabados son de la mejor calidad y cuenta con magníficos equipos.

- Amplio vestíbulo recibidor, 2 -  baños.

- Amplio vestíbulo de acceso

- Estudio o biblioteca.

- Cocina integral con alacena y barra.

- Sala, comedor. 

- Sala de televisión y salón de juegos con salida a 
jardín.

- Hall distribuidor, Family Room.

- Recámara principal con baño y jacuzzi, vestidor, sala 
de estar y   chimenea de gas.

- 2 recámaras secundarias con baño, tina y vestidor 
cada una.

- 1 recámara con baño y closet. 

- Cuarto de servicio con baño, lavandería y patio.

- Garaje cubierto para 9 autos, bodega.

- En sótano: 2 recámaras, una con baño completo y clóset y la otra con baño, vapor                                               y jacuzzi, gimnasio con  baño, cuarto de chofer con baño completo.

¡Visítala!. EasyBroker ID: EB-QF9055",4.0,6.0,1200.0
